id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,Year
1230,2016-03-24,shot,toy weapon,24.0,M,Black,Pawtucket,RI,False,attack,Foot,False,2016
1231,2016-03-24,shot,gun,29.0,M,White,Redlands,CA,False,attack,Not fleeing,False,2016
1232,2016-03-24,shot,gun and knife,48.0,M,Hispanic,Pueblo,CO,False,other,Not fleeing,True,2016
1233,2016-03-24,shot,gun,19.0,M,Hispanic,Pueblo of Laguna,NM,False,attack,Not fleeing,True,2016
1234,2016-03-24,shot,gun,22.0,M,Black,Blue Springs,MO,False,attack,Not fleeing,False,2016
1235,2016-03-26,shot,meat cleaver,39.0,M,Hispanic,Lowell,MA,True,other,Not fleeing,False,2016
1236,2016-03-26,shot,gun,36.0,M,White,Grundy,VA,True,other,Not fleeing,False,2016
1237,2016-03-26,shot,gun,55.0,M,White,Myrtle Beach,SC,False,attack,Not fleeing,True,2016
1238,2016-03-26,shot,gun,46.0,M,White,Tampa,FL,True,attack,Not fleeing,False,2016
1239,2016-03-27,shot,knife,34.0,M,White,Lee's Summit,MO,True,other,Not fleeing,False,2016
1240,2016-03-27,shot,pair of scissors,27.0,F,Native,Winslow,AZ,True,other,Not fleeing,True,2016
1241,2016-03-27,shot,gun,33.0,M,White,Roswell,NM,True,attack,Not fleeing,True,2016
1242,2016-03-27,shot,gun,18.0,M,Black,Kinston,NC,False,other,Not fleeing,False,2016
1243,2016-03-27,shot,gun,33.0,M,White,Splendora,TX,True,attack,Not fleeing,False,2016
1244,2016-03-29,shot,gun,51.0,M,White,Piedmont,SC,True,attack,Not fleeing,False,2016
1245,2016-03-29,shot,gun,50.0,F,White,Aitkin,MN,True,attack,Not fleeing,False,2016
1246,2016-03-29,shot and Tasered,flashlight,46.0,M,White,Clearlake Park,CA,False,attack,Not fleeing,True,2016
1247,2016-03-30,shot,gun,33.0,M,White,Los Angeles,CA,False,attack,Foot,False,2016
1248,2016-03-30,shot,gun,25.0,M,Hispanic,Glendale,AZ,False,undetermined,Not fleeing,False,2016
1249,2016-03-30,shot,gun,52.0,M,White,Jackson,GA,False,attack,Not fleeing,False,2016
1250,2016-03-31,shot,gun,18.0,M,Black,Baltimore,MD,False,attack,Not fleeing,False,2016
1251,2016-03-31,shot,gun,43.0,M,Black,Baltimore,MD,False,attack,Not fleeing,False,2016
1252,2016-03-31,shot,gun,34.0,M,Black,Richmond,VA,False,attack,Not fleeing,False,2016
1253,2016-03-31,shot,gun,31.0,M,Black,Las Vegas,NV,False,attack,Foot,True,2016
1254,2016-04-01,shot,shovel,65.0,M,Hispanic,Lockhart,TX,True,other,Not fleeing,False,2016
1255,2016-04-01,shot,gun,37.0,M,Hispanic,Odessa,TX,False,attack,Not fleeing,False,2016
1256,2016-04-02,shot,gun,30.0,M,Black,Indianapolis,IN,False,attack,Not fleeing,False,2016
1257,2016-04-03,shot,unknown weapon,36.0,F,White,Macon County,AL,True,other,Not fleeing,True,2016
1258,2016-04-03,shot,gun,25.0,M,White,Austin,TX,False,attack,Foot,False,2016
1259,2016-04-03,shot,Taser,69.0,M,White,Eau Claire,WI,False,attack,Not fleeing,False,2016
1261,2016-04-04,shot,knife,50.0,M,Hispanic,Minneapolis,MN,True,attack,Not fleeing,False,2016
1262,2016-04-05,shot,knife,52.0,M,White,West Springfield,MA,True,other,Not fleeing,False,2016
1263,2016-04-05,shot,unarmed,44.0,M,Black,Indianapolis,IN,False,attack,Not fleeing,True,2016
1264,2016-04-06,shot,ax,60.0,M,White,Oak Hill,OH,False,other,Not fleeing,False,2016
1265,2016-04-06,shot,ax,40.0,F,Black,Gallatin,TN,False,attack,Not fleeing,True,2016
1266,2016-04-06,shot and Tasered,knife,20.0,M,Hispanic,Sylmar,CA,True,attack,Not fleeing,False,2016
1267,2016-04-07,shot,knife,45.0,M,Hispanic,San Francisco,CA,False,other,Not fleeing,False,2016
1269,2016-04-08,shot,knife,40.0,M,Black,Sacramento,CA,True,other,Foot,False,2016
1270,2016-04-08,shot,hatchet,25.0,F,White,Lake Hallie,WI,True,other,Not fleeing,False,2016
1271,2016-04-08,shot,knife,43.0,M,Black,Kentwood,MI,False,other,Not fleeing,True,2016
1272,2016-04-09,shot,gun,27.0,M,Black,New Brunswick,NJ,False,attack,Foot,False,2016
1273,2016-04-09,shot,gun,19.0,M,Black,Philadelphia,PA,False,attack,Foot,False,2016
1274,2016-04-10,shot,gun,39.0,M,White,Modesto,CA,False,other,Car,False,2016
1275,2016-04-10,shot,knife,30.0,M,White,Rotterdam,NY,True,attack,Not fleeing,False,2016
1276,2016-04-10,shot,knife,28.0,M,Hispanic,Los Angeles,CA,False,attack,Not fleeing,False,2016
1277,2016-04-11,shot,gun,22.0,M,Hispanic,Las Vegas,NV,False,attack,Not fleeing,False,2016
1278,2016-04-11,shot,gun,16.0,M,Black,Chicago,IL,False,attack,Foot,False,2016
1279,2016-04-12,shot,unarmed,40.0,M,White,Denver,CO,False,other,Car,False,2016
1280,2016-04-12,shot,gun,38.0,M,Hispanic,Benton,IL,False,attack,Car,False,2016
1282,2016-04-13,shot,undetermined,35.0,M,Black,Stockton,CA,False,attack,Not fleeing,False,2016
1283,2016-04-13,shot,gun,52.0,M,White,Llano,TX,False,attack,Not fleeing,False,2016
1284,2016-04-13,shot,gun,26.0,M,White,Sparta,TN,False,attack,Car,False,2016
1285,2016-04-14,shot and Tasered,unarmed,54.0,M,White,McPherson,KS,True,attack,Not fleeing,False,2016
1286,2016-04-15,shot,baseball bat,38.0,M,Hispanic,Lake Elsinore,CA,False,other,Not fleeing,False,2016
1287,2016-04-15,shot,gun,52.0,M,White,Cache,OK,True,attack,Not fleeing,False,2016
1288,2016-04-15,shot,undetermined,26.0,M,White,Muncie,IN,False,attack,Foot,True,2016
1289,2016-04-16,shot,gun,53.0,M,White,Antioch,IL,False,attack,Not fleeing,False,2016
1290,2016-04-17,shot,gun,35.0,F,Black,Dayton,OH,False,other,Car,False,2016
1291,2016-04-17,shot,unarmed,22.0,M,White,El Paso,TX,True,other,Not fleeing,False,2016
1292,2016-04-17,shot,gun,31.0,M,Black,Vineland,NJ,False,attack,Foot,False,2016
1293,2016-04-17,shot,gun,32.0,M,Black,New York,NY,False,attack,Foot,False,2016
1295,2016-04-18,shot,gun,28.0,M,Black,Greenbelt,MD,False,attack,Not fleeing,False,2016
1296,2016-04-18,shot,gun,18.0,M,Black,Mableton,GA,False,attack,Not fleeing,False,2016
1297,2016-04-19,shot,gun,41.0,M,Asian,Charlotte,NC,True,attack,Not fleeing,False,2016
1298,2016-04-19,shot,gun,15.0,M,Black,St. Louis,MO,False,attack,Other,False,2016
1299,2016-04-19,shot,gun,38.0,M,White,Brooksville,AL,False,attack,Car,False,2016
1300,2016-04-20,shot,gun,41.0,M,White,Homestead,FL,False,attack,Not fleeing,False,2016
1301,2016-04-20,shot,unknown weapon,52.0,M,White,Perryville,AR,False,other,Not fleeing,False,2016
1302,2016-04-21,shot,knife,48.0,M,Hispanic,Everett,MA,False,other,Not fleeing,False,2016
1303,2016-04-22,shot,knife,29.0,M,White,Austin,TX,True,attack,Not fleeing,False,2016
1304,2016-04-22,shot,knife,51.0,M,White,Berne,NY,True,attack,Not fleeing,False,2016
1306,2016-04-23,shot,gun,24.0,M,White,Chandler,AZ,True,attack,Not fleeing,False,2016
1307,2016-04-23,shot,gun,18.0,M,White,Antigo,WI,False,attack,Not fleeing,False,2016
1308,2016-04-23,shot,gun,30.0,M,White,Norfolk,VA,True,attack,Not fleeing,False,2016
1310,2016-04-25,shot,gun,60.0,F,White,East Flat Rock,NC,True,attack,Not fleeing,False,2016
1311,2016-04-26,shot,gun,28.0,M,White,Lakewood,CO,False,attack,Foot,False,2016
1312,2016-04-26,shot,gun,26.0,M,Black,Chesapeake,VA,True,attack,Not fleeing,True,2016
1313,2016-04-26,shot,gun,24.0,F,White,Albuquerque,NM,True,attack,Car,False,2016
1314,2016-04-26,shot,gun,44.0,M,White,Kingsbury,TX,False,other,Other,False,2016
1315,2016-04-27,shot,machete,34.0,M,Asian,Atlanta,GA,False,other,Not fleeing,False,2016
1316,2016-04-27,shot,gun,21.0,M,White,Westminster,CO,False,attack,Not fleeing,False,2016
1317,2016-04-27,shot,gun,36.0,M,White,Milcreek,UT,False,attack,Not fleeing,False,2016
1318,2016-04-28,shot,knife,37.0,M,Black,Miami,FL,False,attack,Not fleeing,False,2016
1319,2016-04-28,shot,gun,53.0,M,White,Boise,ID,True,attack,Not fleeing,True,2016
1321,2016-04-28,shot and Tasered,knife,45.0,M,White,Spokane,WA,True,other,Not fleeing,True,2016
1323,2016-04-30,shot,knife,42.0,M,White,Wausau,WI,False,other,Not fleeing,False,2016
1324,2016-04-30,shot,knife,33.0,M,White,Spanish Fork,UT,False,other,Foot,False,2016
1326,2016-04-30,shot,knife,28.0,M,Asian,Los Angeles,CA,False,other,Not fleeing,True,2016
1327,2016-05-01,shot,toy weapon,25.0,M,Black,Orlando,FL,False,attack,Not fleeing,False,2016
1328,2016-05-01,shot,gun,28.0,M,White,Alamo,TN,True,other,Not fleeing,False,2016
1329,2016-05-02,shot,gun,52.0,M,Black,Greenville,SC,False,attack,Not fleeing,False,2016
1330,2016-05-03,shot,knife,59.0,M,White,Visalia,CA,False,other,Not fleeing,False,2016
1332,2016-05-04,shot,gun,39.0,M,White,Burien,WA,False,attack,Car,False,2016
1333,2016-05-04,shot,knife,18.0,M,Black,Temecula,CA,False,other,Not fleeing,False,2016
1334,2016-05-04,shot,undetermined,40.0,M,White,Buffalo,MO,False,attack,Not fleeing,False,2016
1336,2016-05-05,shot,gun,38.0,M,Black,Milwaukee,WI,False,attack,Foot,True,2016
1337,2016-05-05,shot,gun,26.0,F,Black,Orlando,FL,False,attack,Not fleeing,False,2016
1339,2016-05-07,shot,gun,29.0,M,White,Lake Stevens,WA,True,other,Not fleeing,False,2016
1340,2016-05-07,shot,gun,37.0,M,Black,St. Petersburg,FL,False,attack,Other,False,2016
1341,2016-05-07,shot and Tasered,knife,29.0,M,Other,Presque Isle,ME,False,other,Not fleeing,False,2016
1342,2016-05-08,shot,toy weapon,21.0,M,Black,Long Beach,CA,False,other,Not fleeing,False,2016
1343,2016-05-09,shot,gun,33.0,M,Black,St. Paul,MN,False,attack,Not fleeing,False,2016
1344,2016-05-09,shot,unarmed,23.0,M,White,St. Martin,MS,False,attack,Not fleeing,False,2016
1345,2016-05-09,shot,gun,26.0,M,White,Chicago,IL,False,other,Foot,False,2016
1347,2016-05-09,shot,gun,29.0,M,White,Nacogdoches,TX,True,attack,Other,False,2016
1348,2016-05-09,shot,toy weapon,33.0,M,Black,El Paso,TX,False,other,Not fleeing,False,2016
1349,2016-05-10,shot,knife,28.0,M,Black,Taunton,MA,True,attack,Not fleeing,False,2016
1350,2016-05-11,shot,gun,35.0,M,White,Aurora,CO,False,attack,Car,False,2016
1352,2016-05-11,shot,gun,24.0,M,Black,Greeley,CO,False,attack,Car,False,2016
1354,2016-05-13,shot,gun,28.0,M,Hispanic,Boyle Heights,CA,False,attack,Not fleeing,True,2016
1355,2016-05-14,shot,knife,19.0,M,White,Jacksonsville,FL,True,other,Not fleeing,False,2016
1356,2016-05-14,shot,gun,43.0,M,Native,Phoenix,AZ,False,attack,Not fleeing,True,2016
1357,2016-05-14,shot,gun,59.0,M,White,Osteen,FL,False,attack,Not fleeing,False,2016
1358,2016-05-14,shot and Tasered,gun,34.0,M,White,Stockbridge,GA,True,other,Not fleeing,False,2016
1359,2016-05-15,shot,gun,35.0,M,White,Shawnee National Forest,IL,False,attack,Foot,False,2016
1360,2016-05-16,shot,gun,23.0,M,Black,Riverdale,GA,False,attack,Foot,False,2016
1361,2016-05-17,shot,ax,36.0,M,White,Siskiyou County,CA,True,other,Not fleeing,False,2016
1362,2016-05-18,shot,knife,46.0,M,White,New York,NY,True,other,Not fleeing,False,2016
1363,2016-05-18,shot,gun,44.0,M,White,Sullivan,MO,False,attack,Other,False,2016
1364,2016-05-18,shot,gun,20.0,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,False,2016
1365,2016-05-19,shot,unarmed,30.0,M,Hispanic,Las Vegas,NV,False,attack,Not fleeing,False,2016
1366,2016-05-19,shot,unarmed,29.0,F,Black,San Francisco,CA,False,other,Car,False,2016
1367,2016-05-19,shot,knife,35.0,M,Hispanic,Citrus Heights,CA,False,other,Not fleeing,True,2016
1368,2016-05-19,shot,gun,36.0,M,White,Fisty,KY,False,attack,Not fleeing,False,2016
1369,2016-05-19,shot,gun,22.0,M,Black,Miami,FL,False,other,Not fleeing,False,2016
1370,2016-05-20,shot,knife,31.0,M,Black,Omaha,NE,False,other,Foot,True,2016
1372,2016-05-21,shot,unarmed,38.0,M,White,Oregon City,OR,True,attack,Not fleeing,False,2016
1374,2016-05-22,shot,unarmed,27.0,M,Black,Hallandale Beach,FL,False,other,Car,True,2016
1376,2016-05-22,shot,unarmed,22.0,M,Black,Jacksonville,FL,False,other,Car,False,2016
1377,2016-05-22,shot,gun,28.0,M,White,Boulder,CO,True,attack,Not fleeing,False,2016
1378,2016-05-23,shot,gun,26.0,M,Native,Flagstaff,AZ,False,attack,Foot,True,2016
1379,2016-05-24,shot,knife,22.0,M,White,Gresham,OR,False,other,Not fleeing,False,2016
1381,2016-05-24,shot,gun,31.0,M,Hispanic,Albuquerque,NM,False,attack,Not fleeing,False,2016
1382,2016-05-25,shot,knife,43.0,M,White,Oklahoma City,OK,True,other,Not fleeing,False,2016
1384,2016-05-26,shot,gun,29.0,M,White,St. Paul,MN,False,attack,Not fleeing,False,2016
1385,2016-05-26,shot,gun,43.0,M,White,Lansing,IL,False,attack,Foot,False,2016
1387,2016-05-26,shot,undetermined,21.0,M,Black,Washington Park,IL,False,undetermined,Foot,False,2016
1389,2016-05-26,shot,knife,48.0,F,White,Sneads,FL,False,other,Not fleeing,False,2016
1390,2016-05-26,shot,gun,25.0,M,Hispanic,Socorro,NM,False,attack,Car,False,2016
1391,2016-05-27,shot,gun,59.0,M,White,Indianapolis,IN,False,attack,Not fleeing,False,2016
1392,2016-05-28,shot,gun,50.0,M,Black,Eastaboga,AL,False,attack,Not fleeing,False,2016
1393,2016-05-28,shot,gun,58.0,M,White,Albuquerque,NM,False,attack,Not fleeing,True,2016
1394,2016-05-29,shot,gun,25.0,M,Hispanic,Houston,TX,True,attack,Not fleeing,False,2016
1395,2016-05-29,shot,knife,32.0,M,White,Deland,FL,False,other,Not fleeing,False,2016
1396,2016-05-29,shot,gun,53.0,M,White,Clinton,NC,False,attack,Not fleeing,True,2016
1397,2016-05-29,shot and Tasered,unarmed,38.0,M,White,Stoneville,NC,False,other,Car,False,2016
1398,2016-05-30,shot,gun,70.0,M,White,Tualatin,OR,False,attack,Not fleeing,False,2016
1399,2016-05-30,shot,gun,33.0,M,Black,Tucson,AZ,False,attack,Not fleeing,False,2016
1400,2016-05-31,shot,knife,36.0,M,White,Bend,OR,False,other,Not fleeing,False,2016
1403,2016-06-01,shot,gun,51.0,M,White,Berea,KY,False,attack,Foot,False,2016
1404,2016-06-02,shot,knife,43.0,M,Black,Norfolk,VA,True,other,Not fleeing,True,2016
1405,2016-06-02,shot,gun,18.0,M,Black,Charlotte,NC,False,other,Not fleeing,True,2016
1406,2016-06-03,shot,knife,33.0,M,White,Wasilla,AK,False,other,Not fleeing,False,2016
1407,2016-06-03,shot,knife,34.0,M,Native,Parker,AZ,False,other,Not fleeing,False,2016
1408,2016-06-04,shot,undetermined,31.0,M,White,Yreka,CA,False,attack,Not fleeing,False,2016
1410,2016-06-04,shot,knife,31.0,M,White,Muncie,IN,True,other,Not fleeing,True,2016
1411,2016-06-05,shot,gun,31.0,M,White,Cape Coral,FL,False,other,Car,False,2016
1412,2016-06-06,shot,gun,23.0,M,Black,Columbus,OH,False,attack,Not fleeing,False,2016
1413,2016-06-06,shot,knife,25.0,M,Other,Hilo,HI,False,other,Not fleeing,False,2016
1414,2016-06-07,shot,unarmed,25.0,M,White,Wagoner,OK,False,other,Car,True,2016
1415,2016-06-07,shot,vehicle,21.0,M,Hispanic,Turlock,CA,False,other,Not fleeing,False,2016
1416,2016-06-07,shot,gun,49.0,M,Black,Norman,VA,False,other,Not fleeing,False,2016
1417,2016-06-07,shot,gun,63.0,M,White,Stockbridge,GA,False,attack,Not fleeing,False,2016
1418,2016-06-08,shot,gun,43.0,M,Hispanic,Kansas City,MO,False,attack,Not fleeing,False,2016
1419,2016-06-09,shot,gun,34.0,M,White,Birmingham,AL,False,attack,Car,False,2016
1421,2016-06-09,shot,gun,52.0,M,Black,Port Arthur,TX,False,other,Foot,False,2016
1422,2016-06-09,shot,gun,68.0,M,White,Ishpeming Township,MI,True,attack,Not fleeing,True,2016
1424,2016-06-10,shot,baseball bat,29.0,M,White,Iredell County,NC,False,other,Not fleeing,False,2016
1425,2016-06-10,shot,gun,32.0,M,Hispanic,Pueblo,CO,False,attack,Foot,False,2016
1426,2016-06-10,shot,gun,50.0,M,Hispanic,Yakima,WA,False,attack,Not fleeing,True,2016
1427,2016-06-10,shot,gun,31.0,M,Black,Los Angeles,CA,False,attack,Not fleeing,False,2016
1428,2016-06-11,shot,gun,27.0,M,Black,Tupelo,MS,False,attack,Car,False,2016
1429,2016-06-11,shot,spear,31.0,M,Hispanic,Maywood,CA,False,other,Not fleeing,False,2016
1430,2016-06-12,shot,gun,29.0,M,Other,Orlando,FL,True,attack,Not fleeing,True,2016
1431,2016-06-12,shot,knife,23.0,M,White,Eagle Mountain,UT,True,other,Not fleeing,False,2016
1432,2016-06-12,shot,gun,61.0,M,Black,Hiseville,KY,False,attack,Car,False,2016
1433,2016-06-13,shot,gun,33.0,M,White,Schenectady,NY,False,attack,Not fleeing,False,2016
1434,2016-06-13,shot,gun,18.0,M,Black,Mobile,AL,False,other,Not fleeing,False,2016
1435,2016-06-13,shot,gun,80.0,M,Hispanic,Tiverton,RI,False,attack,Car,False,2016
1436,2016-06-13,shot,undetermined,43.0,M,White,Vancouver,WA,False,other,Car,False,2016
1438,2016-06-14,shot,gun,47.0,M,White,Odessa,MO,False,attack,Not fleeing,False,2016
1439,2016-06-14,shot,gun,54.0,M,Other,Amarillo,TX,False,attack,Not fleeing,False,2016
1440,2016-06-14,shot,undetermined,22.0,M,Hispanic,Chula Vista,CA,False,attack,Not fleeing,False,2016
1443,2016-06-16,shot,gun,36.0,M,White,Butte,MT,False,attack,Not fleeing,True,2016
1445,2016-06-16,shot,gun,59.0,M,White,Montpelier,OH,True,other,Not fleeing,False,2016
1447,2016-06-18,shot,toy weapon,34.0,M,White,Huntsville,AL,False,attack,Not fleeing,True,2016
1449,2016-06-18,shot,unarmed,37.0,M,Black,Tupelo,MS,False,attack,Foot,False,2016
1450,2016-06-19,shot,gun,25.0,M,Black,New York,NY,False,attack,Not fleeing,False,2016
1452,2016-06-20,shot,gun,23.0,M,Black,Hardeeville,SC,False,attack,Not fleeing,False,2016
1453,2016-06-20,shot and Tasered,knife,20.0,M,White,Lake Havasu City,AZ,False,other,Not fleeing,True,2016
1454,2016-06-21,shot,toy weapon,19.0,M,White,Peterborough,NH,True,attack,Car,False,2016
1455,2016-06-21,shot,gun,50.0,M,White,Casper,WY,True,attack,Not fleeing,False,2016
1456,2016-06-21,shot,chair,24.0,M,Hispanic,Lawndale,NC,True,attack,Not fleeing,False,2016
1457,2016-06-22,shot,gun,25.0,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,2016
1459,2016-06-22,shot,knife,37.0,M,Hispanic,Wellington,FL,False,other,Not fleeing,False,2016
1460,2016-06-22,shot,gun,44.0,M,Black,Walls,MS,False,attack,Foot,False,2016
1461,2016-06-22,shot,unarmed,22.0,M,Black,Atlanta,GA,False,undetermined,Other,True,2016
1462,2016-06-22,shot,gun,31.0,M,White,Bellville,TX,False,attack,Not fleeing,True,2016
1463,2016-06-23,shot,gun,25.0,M,Black,Wauwatosa,WI,False,other,Not fleeing,True,2016
1466,2016-06-24,shot,gun,36.0,M,Black,Paterson,NJ,False,attack,Not fleeing,False,2016
1467,2016-06-24,shot,gun,50.0,M,White,Farmington,AR,False,attack,Not fleeing,False,2016
1468,2016-06-24,shot,gun,42.0,F,White,Fulshear,TX,True,attack,Not fleeing,False,2016
1469,2016-06-24,shot,gun,42.0,M,Hispanic,Oklahoma City,OK,True,other,Other,False,2016
1470,2016-06-24,shot,gun,26.0,M,Hispanic,Riverview,FL,False,attack,Not fleeing,False,2016
1471,2016-06-25,shot,unarmed,19.0,M,White,Fresno,CA,True,other,Car,True,2016
1472,2016-06-25,shot,gun,59.0,M,White,Pinellas Park,FL,False,attack,Not fleeing,False,2016
1474,2016-06-26,shot,baseball bat,51.0,M,White,Columbia Township,MI,True,attack,Not fleeing,False,2016
1475,2016-06-26,shot,knife,27.0,M,Hispanic,Thomaston,CT,False,other,Not fleeing,False,2016
1477,2016-06-26,shot,gun,30.0,M,Black,Dolton,IL,False,attack,Not fleeing,False,2016
1478,2016-06-27,shot,toy weapon,28.0,M,White,Boone,IA,True,attack,Not fleeing,False,2016
1479,2016-06-27,shot,toy weapon,63.0,M,Black,Washington,DC,True,attack,Not fleeing,True,2016
1480,2016-06-27,shot,gun,32.0,M,White,Cochran,GA,False,attack,Not fleeing,False,2016
1481,2016-06-27,shot,gun,26.0,M,White,Laguna Pueblo,NM,False,attack,Not fleeing,False,2016
1482,2016-06-27,shot,toy weapon,25.0,M,White,Frederica,DE,False,other,Car,False,2016
1483,2016-06-28,shot,knife,27.0,M,Asian,Long Beach,CA,False,other,Foot,False,2016
1484,2016-06-28,shot,knife,61.0,M,Asian,Honolulu,HI,False,attack,Not fleeing,False,2016
1485,2016-06-29,shot,unarmed,30.0,M,White,Barbourville,KY,False,attack,Not fleeing,False,2016
1487,2016-06-29,shot,gun,37.0,M,Black,Fort Madison,IA,False,attack,Foot,False,2016
1488,2016-06-29,shot,pitchfork,41.0,M,White,Madison,WI,True,other,Not fleeing,False,2016
1490,2016-06-30,shot,gun,24.0,M,White,Park County,CO,False,attack,Not fleeing,False,2016
1491,2016-06-30,shot,undetermined,44.0,M,Hispanic,Douglas,WY,False,undetermined,Not fleeing,False,2016
1492,2016-07-01,shot,gun,63.0,M,White,Landrum,SC,False,attack,Not fleeing,True,2016
1493,2016-07-01,shot,knife,58.0,M,White,Jackson,WI,False,other,Not fleeing,False,2016
1494,2016-07-01,shot and Tasered,gun,30.0,M,White,Cartersville,GA,False,attack,Not fleeing,False,2016
1496,2016-07-02,shot,gun,50.0,M,White,Bristol,TN,False,attack,Not fleeing,False,2016
1497,2016-07-03,shot,knife,40.0,M,White,New Iberia,LA,True,other,Not fleeing,False,2016
1500,2016-07-04,shot,gun,34.0,M,White,North Charleston,SC,False,attack,Not fleeing,True,2016
1501,2016-07-04,shot,gun,18.0,M,Hispanic,San Jose,CA,True,other,Not fleeing,False,2016
1502,2016-07-04,shot,gun,21.0,M,Black,Washington,DC,False,attack,Not fleeing,False,2016
1505,2016-07-05,shot,undetermined,49.0,M,White,Temecula,CA,False,other,Car,False,2016
1506,2016-07-05,shot,knife,24.0,F,Hispanic,Yuma,AZ,False,other,Not fleeing,False,2016
1507,2016-07-05,shot and Tasered,undetermined,37.0,M,Black,Baton Rouge,LA,False,undetermined,Not fleeing,True,2016
1508,2016-07-06,shot,gun,32.0,M,Black,Falcon Heights,MN,False,other,Not fleeing,True,2016
1510,2016-07-07,shot,knife,37.0,M,Hispanic,Bell,CA,False,other,Not fleeing,False,2016
1512,2016-07-07,shot,gun,63.0,M,Black,Selma,AL,False,attack,Not fleeing,True,2016
1513,2016-07-08,shot,knife,30.0,M,White,Tucson,AZ,True,other,Not fleeing,False,2016
1514,2016-07-09,shot,gun,40.0,M,Black,Broken Bow,OK,False,attack,Car,False,2016
1515,2016-07-10,shot,gun,38.0,M,Black,Houston,TX,False,other,Not fleeing,True,2016
1516,2016-07-11,shot,knife,50.0,M,Black,Sacramento,CA,True,other,Not fleeing,True,2016
1517,2016-07-11,shot,gun,41.0,M,Black,East St. Louis,IL,False,attack,Not fleeing,False,2016
1518,2016-07-11,shot,gun,41.0,M,Hispanic,Romulus,MI,False,attack,Not fleeing,False,2016
1519,2016-07-11,shot,gun,39.0,M,Black,New York,NY,False,attack,Foot,False,2016
1521,2016-07-12,shot,hatchet,23.0,M,White,Anchorage,AK,True,attack,Not fleeing,False,2016
1522,2016-07-13,shot,gun,32.0,M,White,Flagstaff,AZ,False,undetermined,Foot,True,2016
1523,2016-07-13,shot,toy weapon,56.0,M,White,Middletown,NY,True,other,Not fleeing,False,2016
1524,2016-07-14,shot,gun,33.0,M,Black,Baltimore,MD,False,attack,Not fleeing,False,2016
1525,2016-07-15,shot,gun,63.0,M,White,Peachland,NC,True,attack,Not fleeing,False,2016
1526,2016-07-16,shot,gun,31.0,M,White,Lake Asbury,FL,True,attack,Not fleeing,False,2016
1527,2016-07-16,shot,gun,57.0,M,White,Little Egg Harbor Township,NJ,False,other,Foot,False,2016
1528,2016-07-16,shot and Tasered,gun,26.0,M,White,San Bernardino,CA,False,attack,Other,False,2016
1529,2016-07-17,shot,gun,39.0,M,White,Sheboygan,WI,False,other,Not fleeing,False,2016
1530,2016-07-17,shot,gun,42.0,M,Black,New York,NY,False,attack,Not fleeing,False,2016
1532,2016-07-17,shot and Tasered,screwdriver,43.0,M,White,Tulsa,OK,False,attack,Not fleeing,False,2016
1533,2016-07-18,shot,ax,56.0,M,White,Tulsa,OK,True,other,Not fleeing,False,2016
1534,2016-07-20,shot,knife,31.0,M,Hispanic,Santa Maria,CA,True,other,Not fleeing,False,2016
1535,2016-07-21,shot,gun,50.0,M,Black,Chicago,IL,False,attack,Not fleeing,False,2016
1536,2016-07-21,shot,gun,36.0,M,Other,Hilo,HI,True,attack,Not fleeing,False,2016
1538,2016-07-23,shot,knife,49.0,M,Black,Milwaukee,WI,False,attack,Not fleeing,True,2016
1539,2016-07-23,shot,gun,31.0,M,Black,Chino,CA,False,attack,Foot,False,2016
1540,2016-07-23,shot,gun,34.0,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,False,2016
1541,2016-07-24,shot,hatchet and gun,36.0,M,White,Winchester,CA,True,attack,Not fleeing,False,2016
1542,2016-07-24,shot,knife,29.0,M,Native,Gallup,NM,True,other,Not fleeing,False,2016
1543,2016-07-25,shot,gun,32.0,M,Black,Indianapolis,IN,False,attack,Car,False,2016
1544,2016-07-25,shot,gun,18.0,M,Black,Los Angeles,CA,False,attack,Foot,False,2016
1545,2016-07-26,shot,gun,50.0,M,White,Pine River,WI,False,attack,Car,False,2016
1547,2016-07-27,shot,gun,17.0,M,Black,Metairie,LA,False,attack,Foot,False,2016
1548,2016-07-27,shot,unarmed,19.0,M,Black,Tempe,AZ,True,attack,Foot,False,2016
1549,2016-07-27,shot,knife,24.0,M,White,Scottsdale,AZ,False,other,Foot,True,2016
1550,2016-07-27,shot,knife,24.0,M,Hispanic,San Bernardino,CA,True,other,Not fleeing,False,2016
1551,2016-07-27,shot,knife,20.0,M,White,Malta,MT,False,attack,Not fleeing,False,2016
1552,2016-07-27,shot,knife,33.0,M,White,Estill Springs,TN,False,other,Foot,True,2016
1553,2016-07-28,shot,gun,41.0,M,Hispanic,Sparks,NV,False,other,Not fleeing,False,2016
1554,2016-07-28,shot,undetermined,47.0,M,Black,La Quinta,CA,False,other,Car,False,2016
1556,2016-07-28,shot,gun,31.0,M,Hispanic,Tucson,AZ,False,attack,Other,False,2016
1557,2016-07-28,shot,unarmed,27.0,M,Black,Compton,CA,False,attack,Other,False,2016
1558,2016-07-28,shot,gun,36.0,M,Hispanic,City Terrace,CA,False,other,Car,True,2016
1559,2016-07-29,shot,gun,40.0,F,White,Homewood,AL,False,attack,Not fleeing,False,2016
